Story,Section
I'm sure it would in such a monstrous place down there.,2
"Oh, you bet.",2
"But, um, maybe next, maybe they can do some.",2
"I don't know,",2
who do they need to trade?,1
"Well, I don't know.",1
"It seems like Rolando Blackman and, and Harper sort of carry the team,",1
"they just,",1
"I don't know,",1
"I'm afraid to say, that's probably who they need to trade to get someone in there good,",1
"but, and that can really help the team,",1
"but they do that,",1
they trade the nucleus of their power right now.,1
"Yes, sir,",1
it seems that way to me.,1
"I, course I don't know any of the newer ones that they have",1
"and I'm not well versed on their capabilities,",1
but we really need to do something.,1
"Well, you know, I feel like, uh, the best they can hope for this year is probably an opportunity to make the playoffs.",1
I like their coach.,1
"I really like a lot,",1
"and I just, I think he deserves a good break.",1
I think he deserves a healthy team so they can really see what he can do for the club.,1
"I think Donald Carter, the owner, I think with all he's invested, he deserves a a healthy team for one year and a good break also.",1
I really.,1
"Yes, sir.",1
"This thing with Roy Tarpley just upset everyone, I think. Fans, owners, management, everyone.",1
"And they have just done as much as they can for that man,",1
"and he apparently can't straighten his act out,",1
"so we need to, to build on something more positive than that.",1
You bet.,1
I think they're fools if they ever bring him back,1
"Oh, I do, too.",1
I certainly would agree to that.,1
Hate to put it that way.,1
I just would not believe him any more.,1
"Well, it, um,",1
"I mean, you can't give, anyone too many chances",1
No.,1
and I think he has gone over the limit.,1
"There's an old saying you can, you can lead a horse to water",1
but you can't make him drink.,1
"So,",1
That's right.,1
And I think Tarpley's just a sad case.,1
Well.,1
"But to be making a, a million dollars a year, that's pretty sad.",1
It is tragic.,1
"I don't, um,",1
"I mean, we're going to have to do something about all of these fabulous salaries they're paying to all of our athletes, I think.",1
"Oh, I think you're right.",1
Everything has been put out of perspective now.,1
"You know, you take a, a young kid Roy Tarpley's age, I'd say he was twenty-one when he came into the league,",1
"and now he's probably an old age of, uh, twenty-five or six and making all that money,",1
"Yes, sir.",1
"well, that's, uh, that's quite a, that's a little more of a challenge for a young man than they, they need at that point in their life, I think.",1
I think you're right.,1
"I believe that one,",0
so.,0
"I think, you know, it's created by,",0
Okay.,0
"So Frank, what, uh, type of, uh, budget do you or your family have?",0
"Well, uh I don't know that we really have a budget.",0
"I have a set amount that I, that I save.",0
"Actually, well actually there is a, a way,",0
budget our money apparently.,0
"The,",0
"uh, my wife, uh, has so much, uh, gets so much to do shopping with every couple of weeks",0
"and, uh, we allot each of us so much money per week for our personal stuff, gas, and things like that",0
"and besides that I, uh, you know, I have a set amount that I save every month.",0
Right.,0
"That's, uh, sounds like probably a tighter controlled budget than what I have",0
Uh-huh.,0
"I am single,",0
"so. I guess, I don't know if that's an excuse for not having a tight budget,",0
Uh-huh.,0
"but  I basically,",0
Really don't  need to.,0
"Right,",0
I don't need to.,0
I am the only that I have to keep track of,0
so it makes it a little bit easier.,0
That's right.,0
"Uh, and also I, you know, I try to save a certain amount each month as well",0
Uh-huh.,0
"and, uh, I try to, try to have an idea of what my expenses are",0
and I am pretty consistent from month to month,0
Uh-huh.,0
"and, uh, whenever, uh, I need to, uh, whenever that changes I am pretty well aware of it without actually having to maintain a budget for it.",0
Right.,0
"Well, I found that, uh, you know, things, as I have gotten older,",1
"I am in my fifties now,",1
"but before we use to have, to have to have a very strict budget,",1
I had four kids,1
"and, uh, you know we planned out how much we were going to spend for food and how much for, for this and for that.",1
Kind of anticipate how much things were going to be.,1
"Uh, I guess one interesting aspect of the budgeting I do now is that I set aside, uh, I kind of fence off areas of my check book.",1
"For instance, there are certain things that I know come up, uh, every so often.",1
Every six months I have to pay car insurance.,1
"Uh, every six months I have to pay my taxes.",1
So I take a set amount.,1
Uh-huh.,1
"I've got a money market account that I do a lot of uh, uh, saving in",1
"and I also have got a checking account besides that,",1
"but, what I do on my money market account, my taxes for instance which amount to an average of two hundred and twenty dollars a month. I will just take two hundred and twenty out",1
and I put it in parenthesis.,1
I take it out of the right line total and put it in parenthesis in there and let it build up.,1
Uh-huh.,1
Every month I add two hundred and twenty dollars to it.,1
Then when the tax bill comes in I've got that much set aside.,1
Right.,1
And I guess that's a way of budgeting.,1
Yeah.,0
"That's,",0
"I guess I kind of do a similar thing. More, uh, medium or longer range.",0
I just have a maybe a targeted amount that I will save for.,0
"Like I am,",0
probably within a year I would like to buy a new car.,1
Uh-huh.,1
"So, I kind of have a, an amount in my mind",1
"and I am making every effort to, to put a little bit away and increase the amount that I need for a down payment or whatever.",1
Uh-huh.,1
Yeah.,1
"Uh, cars are definitely something that you have to figure into your budget. Not only for buying them, but for keeping them on the road too.",1
Right.,1
"Uh, you know, we've got two cars.",1
My wife has a car,1
and I like to drive pick up truck.,1
"So, we are on a schedule where I try every, uh, three or four years to, to buy a new one.",1
"And you know I am constantly making car payments,",1
"but I figure that's got to be the story of my life anyway, is making car payments.",1
Uh-huh.,1
"So, uh, you know, I get one paid for",1
"and, uh, actually I am saving up for another one besides",1
"so it's you know, it's kind of a never ending thing,",1
Huh. Right.,1
"but you try to, you try to schedule those things so that, uh, you only, you're not paying for two of at the same time I guess is what I am saying.",1
Right.,1
"Have you thought about, uh, leasing?",1
"Well, uh, I have thought about it,",1
"but leasing wouldn't,",1
"you know, I don't use it for my business.",1
I see.,1
My wife uses hers just for pleasure,1
and I use mine just to go back and forth to work which is only ten miles away,1
Right.,1
so.,1
"But if you are rolling it over every three years, it might be advantageous to do that.",1
"Yeah,",1
I guess.,1
"Uh,",1
"You know, typically, you, if you purchase your own car you tend to make, uh, the best returns after you pay it off.",1
Uh-huh.,1
"Of course, the longer you keep it beyond that point, the more profitable it is to own it yourself.",1
Right.,1
"Yeah,",1
you're right.,1
"Uh, I have, uh, been know to keep trucks or cars for oh, ten or twelve years,",1
but I find that after about four years they kind of start going down hill,1
and you got to put put stuff in them you know.,1
That's right.,1
"Yeah,",1
"mine's, uh, seven years old",1
"and I think last year was, that was a rough year for it.",1
I had a number of expenses,1
Uh-huh.,1
"But, uh, I am hoping that most of them were just kind of,",1
"uh, you know the,",1
"as you get to a certain number of miles, you have to get everything replaced, brakes, shocks and all that.",1
"So, I just went through that whole set last year.",1
Uh-huh.,1
I hope that I only have a slow period before I do that again,1
"Those things can really upset your budget when they, when they come in.",0
"Uh, you know, it's nice to have a little bit set aside for the, for the unexpected shall we say. So that it doesn't, uh, kill you all in one month.",0
Right.,0
Right.,0
What line of work are you in?,0
"Uh, I guess, uh, I've always been kind of interested in, in, space and stuff.",0
"I've, read a lot of the, the, uh, astronomy books and, and stuff like that. Uh,",1
Uh-huh.,1
Uh-huh.,1
Uh-huh.,1
Uh-huh.,1
"Have you been following the, uh, the progress of the space health code ?",1
"Uh, to a degree.",1
"I haven't kept up as, uh, much as I would like,",1
Uh-huh.,1
"I've just been so busy, uh,",1
Uh-huh.,1
"I barely get a chance to read a newspaper now and then,",1
so.,1
Yeah.,1
"I think it's pretty exciting that they can, uh,",1
"it would be interesting to see if they can find, uh, other planets that are, that will be more habitable to, uh, you know, uh, humans",1
"and, uh, yeah,",1
"I think I would be very interested in space travel in the future if, uh, if it, you know, if it is at all possible.",1
Yeah.,1
"Well, I wouldn't even mind, uh, being a pilot on one,",1
or right now,1
but I'm probably getting a little too old for that.,1
"Well, I know if they make the advances that they have been making, that, uh, maybe age will no longer, age or even physical, uh, abilities may not be, uh, a barrier anymore.",1
Right.,1
Yeah.,1
"Well, they, they just made leaps and jumps.",1
"I think a lot of our, our technology we have is, is quite a bit due to lot of the space travel, uh, uh, equipment and stuff that,",2
"Yeah,",2
"I agree. Uh,",2
"as a matter of fact we're the ones that I have been to Houston to, to, you know, to visit the, uh, space center out there,",2
"and, uh, one of the big advances that we use every day now is Velcro",2
Uh-huh.,2
"and, uh, that vacuum , uh, little space program was one of the big, you know, backers of that.",2
Yeah.,2
"It's amazing, you know,",2
"you,",2
it's hard to imagine what life was like without it now.,2
Yeah.,2
"I don't know if you ever watch Gallagher , you know,",2
he's one of the comedians,2
"and and, you know, he, he talks a lot on, on Velcro.",2
"Uh-huh,",2
"yeah,",2
I've seen him before.,2
what would we do without it?,2
Yeah.,2
